Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Virtual Cycling,2023-11-17 16:25:40,false,"Zwift - 2018 UCI Worlds Short Lap in Innsbruck","24.15","564","00:58:37","--","--","--","--","24.7","82.2","495","--","0.00","0.0","0.0","0","96","113","176","0.0","189","167","401","0.0","0.0","0","0","0","0:00","0.0","0:00","No","58:36.100","1","0.0","24.15","--","00:58:36","00:58:36","279","696"
Cycling,2023-11-17 15:02:52,false,"Urbandale Cycling","21.32","553","00:50:20","176","211","--","--","25.4","39.2","34","81","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:43.11","5","0.0","21.32","81","00:49:50","00:52:48","232","292"
Cycling,2023-11-17 05:44:58,false,"Des Moines Cycling","21.31","420","00:53:41","144","165","--","--","23.8","32.6","68","26","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:59.56","5","0.0","21.31","26","00:53:28","00:56:08","232","292"
Virtual Cycling,2023-11-16 17:20:26,false,"Zwift - Richmond UCI Reverse in Richmond","16.21","310","00:31:07","--","--","--","--","31.3","68.8","157","--","0.00","0.0","0.0","0","95","117","179","0.0","180","173","440","0.0","0.0","0","0","0","0:00","0.0","0:00","No","31:07.00","1","0.0","16.21","--","00:31:05","00:31:06","4","65"
Cycling,2023-11-16 15:48:14,false,"Urbandale Cycling","21.45","354","00:49:29","137","162","--","--","26.0","41.1","27","72","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:12.45","5","0.0","21.45","72","00:49:08","00:53:13","232","292"
Cycling,2023-11-16 05:23:02,false,"Des Moines Cycling","18.42","369","00:42:55","149","188","--","--","25.7","39.7","113","69","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:33.16","4","0.0","18.42","69","00:42:46","00:43:58","247","298"
Virtual Cycling,2023-11-15 16:33:15,false,"Zwift - Greater London Loop in London","21.48","409","00:45:01","--","--","--","--","28.6","74.4","262","--","0.00","0.0","0.0","0","97","112","163","0.0","174","158","310","0.0","0.0","0","0","0","0:00","0.0","0:00","No","45:00.100","1","0.0","21.48","--","00:44:57","00:45:00","3","156"
Cycling,2023-11-15 14:41:32,false,"Urbandale Cycling","21.44","386","00:47:49","143","158","--","--","26.9","41.7","23","69","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:55.45","5","0.0","21.44","69","00:47:36","00:49:02","232","292"
Cycling,2023-11-15 05:50:58,false,"Des Moines Cycling","21.20","390","00:48:46","144","168","--","--","26.1","39.6","76","39","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:57.49","5","0.0","21.20","39","00:48:13","00:48:46","232","292"
Virtual Cycling,2023-11-14 18:26:02,false,"Zwift - Going Coastal in Watopia","16.73","278","00:29:19","--","--","--","--","34.2","48.6","63","--","0.00","0.0","0.0","0","97","106","172","0.0","176","165","371","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:18.100","1","0.0","16.73","--","00:29:17","00:29:18","2","18"
Cycling,2023-11-14 14:48:54,false,"Urbandale Cycling","15.41","260","00:38:05","129","175","--","--","24.3","39.7","63","83","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:55.21","4","0.0","15.41","83","00:37:43","00:39:09","247","298"
Cycling,2023-11-14 05:40:57,false,"Des Moines Cycling","18.32","392","00:45:15","152","174","--","--","24.3","37.7","142","98","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:33.72","4","0.0","18.32","98","00:44:39","00:46:02","247","298"
Virtual Cycling,2023-11-13 18:26:42,false,"Zwift - Mech Isle Loop in Makuri Islands","4.18","82","00:08:46","--","--","--","--","28.6","49.5","41","--","0.00","0.0","0.0","0","92","104","171","0.0","--","164","240","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:45.100","1","0.0","4.18","--","00:08:40","00:08:44","4","26"
Virtual Cycling,2023-11-13 17:44:22,false,"Zwift - Mighty Metropolitan in New York","20.22","412","00:41:44","--","--","--","--","29.1","74.6","325","--","0.00","0.0","0.0","0","93","106","175","0.0","179","172","280","0.0","0.0","0","0","0","0:00","0.0","0:00","No","41:44.00","1","0.0","20.22","--","00:41:40","00:41:43","5","133"
Cycling,2023-11-13 16:49:03,false,"Johnston Cycling","16.23","331","00:37:51","150","169","--","--","25.7","33.7","27","35","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:30.03","4","0.0","16.23","35","00:37:41","00:38:21","222","258"
Cycling,2023-11-13 14:39:31,false,"Urbandale Cycling","6.26","58","00:15:14","99","118","--","--","24.6","38.7","11","48","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:24.70","2","0.0","6.26","48","00:15:06","00:15:59","246","292"
Cycling,2023-11-13 06:08:45,false,"Des Moines Cycling","21.52","387","00:53:46","139","162","--","--","24.0","36.6","76","200","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:20.09","5","0.0","21.52","200","00:53:29","00:54:29","232","414"
Cycling,2023-11-10 13:45:26,false,"Des Moines Cycling","46.47","563","01:43:16","130","168","--","--","27.0","38.1","101","102","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:41.15","10","0.0","46.47","102","01:42:31","01:50:58","237","299"
Virtual Cycling,2023-11-09 18:54:28,false,"Zwift - Ven-Top in France","14.04","744","01:26:52","--","--","--","--","9.7","38.6","1,044","--","0.00","0.0","0.0","0","93","109","151","0.0","158","149","270","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:26:52.13","1","0.0","14.04","--","01:26:26","01:26:52","13","1,053"
Cycling,2023-11-09 17:11:07,false,"Johnston Cycling","20.08","310","00:45:39","137","156","--","--","26.4","38.7","25","53","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:25.81","5","0.0","20.08","53","00:45:21","00:47:39","232","275"
Cycling,2023-11-09 15:04:39,false,"Urbandale Cycling","3.84","62","00:08:44.3","129","157","--","--","26.3","36.5","12","30","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:44.34","1","0.0","3.84","30","00:08:34","00:09:30.3","263","292"
Cycling,2023-11-09 05:41:09,false,"Des Moines Cycling","18.42","376","00:45:45","148","175","--","--","24.2","35.4","106","63","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:51.74","4","0.0","18.42","63","00:45:32","00:47:19","247","298"
Virtual Cycling,2023-11-08 17:49:24,false,"Zwift - Two Bridges Loop in Watopia","7.37","129","00:14:51","--","--","--","--","29.8","61.7","80","--","0.00","0.0","0.0","0","94","105","155","0.0","--","152","238","0.0","0.0","0","0","0","0:00","0.0","0:00","No","14:50.100","1","0.0","7.37","--","00:14:48","00:14:49","1","40"
Virtual Cycling,2023-11-08 17:00:18,false,"Zwift - R.G.V. in France","25.25","392","00:48:11","--","--","--","--","31.4","46.4","133","--","0.00","0.0","0.0","0","96","110","144","0.0","148","141","246","0.0","0.0","0","0","0","0:00","0.0","0:00","No","48:10.100","1","0.0","25.25","--","00:48:09","00:48:10","10","34"
Cycling,2023-11-08 15:38:54,false,"Urbandale Cycling","21.61","321","00:47:13","136","159","--","--","27.5","39.2","38","84","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:49.96","5","0.0","21.61","84","00:46:59","00:48:43","232","292"
Cycling,2023-11-08 05:39:09,false,"Des Moines Cycling","21.52","394","00:50:51","142","159","--","--","25.4","37.7","157","204","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:11.77","5","0.0","21.52","204","00:50:42","00:51:24","232","338"
Cycling,2023-11-07 15:00:09,false,"Urbandale Cycling","21.73","340","00:53:00","133","150","--","--","24.6","38.8","34","80","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:35.64","5","0.0","21.73","80","00:52:47","00:54:27","232","292"
Cycling,2023-11-07 05:05:52,false,"Des Moines Cycling","18.42","340","00:45:35","143","178","--","--","24.2","37.7","110","66","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:36.97","4","0.0","18.42","66","00:45:24","00:46:35","247","298"
Virtual Cycling,2023-11-06 17:23:55,false,"Zwift - London 8 in London","20.70","422","00:41:27","--","--","--","--","30.0","74.6","260","--","0.00","0.0","0.0","0","96","112","181","0.0","184","178","269","0.0","0.0","0","0","0","0:00","0.0","0:00","No","41:26.67","1","0.0","20.70","--","00:40:55","00:41:25","3","156"
Cycling,2023-11-06 16:06:43,false,"Windsor Heights Cycling","9.36","186","00:20:55","151","178","--","--","26.8","44.7","47","55","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:26.81","2","0.0","9.36","55","00:20:42","00:22:54","247","298"
Cycling,2023-11-06 15:33:28,false,"Urbandale Cycling","9.39","157","00:22:34","129","177","--","--","25.0","36.5","17","52","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:36.62","2","0.0","9.39","52","00:22:24","00:23:54","252","291"
Cycling,2023-11-06 05:21:49,false,"Des Moines Cycling","21.36","472","00:51:16","157","176","--","--","25.0","36.1","80","41","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:19.46","5","0.0","21.36","41","00:50:52","00:51:31","232","292"
Virtual Cycling,2023-11-05 18:01:25,false,"Zwift - Duchy Estate in Yorkshire","5.25","111","00:09:26","--","--","--","--","33.4","59.0","70","--","0.00","0.0","0.0","0","93","106","218","0.0","--","206","400","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:26.00","1","0.0","5.25","--","00:09:22","00:09:24","103","133"
Virtual Cycling,2023-11-05 17:50:27,false,"Zwift - Queen s Highway in Yorkshire","5.72","117","00:10:39","--","--","--","--","32.2","59.0","84","--","0.00","0.0","0.0","0","96","110","198","0.0","--","193","373","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:38.100","1","0.0","5.72","--","00:10:35","00:10:37","103","133"
Virtual Cycling,2023-11-05 17:25:07,false,"Zwift - Tour Of Tewit Well in Yorkshire","11.23","248","00:23:45","--","--","--","--","28.4","62.6","204","--","0.00","0.0","0.0","0","97","109","186","0.0","186","182","365","0.0","0.0","0","0","0","0:00","0.0","0:00","No","23:45.00","1","0.0","11.23","--","00:23:41","00:23:43","97","183"
Virtual Cycling,2023-11-05 16:52:46,false,"Zwift - 2019 UCI Worlds Harrogate Circuit in Yorkshire","14.12","286","00:30:23","--","--","--","--","27.9","80.4","247","--","0.00","0.0","0.0","0","97","109","168","0.0","175","164","273","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:22.100","1","0.0","14.12","--","00:30:22","00:30:22","97","183"
Cycling,2023-11-03 16:49:09,false,"Des Moines Cycling","43.91","577","01:30:30","136","165","--","--","29.1","38.3","77","80","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:21.46","9","0.0","43.91","80","01:29:57","01:36:23","232","259"
Cycling,2023-11-03 15:25:16,false,"Urbandale Cycling","21.74","357","00:45:26","144","175","--","--","28.7","42.7","42","87","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:54.85","5","0.0","21.74","87","00:45:13","00:47:14","232","292"
Cycling,2023-11-03 06:02:19,false,"Des Moines Cycling","21.62","435","00:50:54","149","169","--","--","25.5","39.0","74","33","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:59.14","5","0.0","21.62","33","00:50:47","00:52:12","232","292"
Cycling,2023-11-02 21:38:28,false,"Urbandale Cycling","13.16","278","00:31:46","149","168","--","--","24.9","38.3","46","60","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","07:16.92","3","0.0","13.16","60","00:31:42","00:31:50","247","298"
Cycling,2023-11-02 17:57:16,false,"Johnston Cycling","10.10","237","00:26:53","149","168","--","--","22.5","34.6","70","59","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:25.41","3","0.0","10.10","59","00:26:47","00:28:00","250","302"
Cycling,2023-11-02 06:20:36,false,"Des Moines Cycling","18.33","403","00:51:38","148","176","--","--","21.3","34.1","264","221","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:10.67","4","0.0","18.33","221","00:51:00","00:54:55","247","325"
Virtual Cycling,2023-11-01 18:48:38,false,"Zwift - Sprinter s Playground in Makuri Islands","12.53","211","00:23:18","--","--","--","--","32.3","49.8","67","--","0.00","0.0","0.0","0","101","122","161","0.0","161","157","268","0.0","0.0","0","0","0","0:00","0.0","0:00","No","23:17.100","1","0.0","12.53","--","00:23:15","00:23:16","62","82"
Virtual Cycling,2023-11-01 18:31:55,false,"Zwift - Loch Loop in Scotland","8.23","142","00:15:47","--","--","--","--","31.3","54.8","71","--","0.00","0.0","0.0","0","100","116","162","0.0","--","158","261","0.0","0.0","0","0","0","0:00","0.0","0:00","No","15:46.100","1","0.0","8.23","--","00:15:43","00:15:45","22","54"
Virtual Cycling,2023-11-01 18:02:22,false,"Zwift - Rolling Highlands in Scotland","14.22","227","00:26:58","--","--","--","--","31.6","54.7","105","--","0.00","0.0","0.0","0","93","106","150","0.0","152","146","240","0.0","0.0","0","0","0","0:00","0.0","0:00","No","26:57.100","1","0.0","14.22","--","00:26:57","00:26:57","22","54"
Cycling,2023-11-01 15:35:10,false,"Urbandale Cycling","21.84","415","00:51:52","145","166","--","--","25.3","41.9","31","76","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:20.43","5","0.0","21.84","76","00:51:21","00:55:13","232","292"
Cycling,2023-11-01 06:38:53,false,"Johnston Cycling","3.86","97","00:10:43","151","171","--","--","21.6","30.1","24","7","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:42.60","1","0.0","3.86","7","00:10:37","00:11:19","262","292"
Cycling,2023-11-01 05:41:17,false,"Des Moines Cycling","20.15","460","00:51:02","152","168","--","--","23.7","35.4","93","107","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:37.99","5","0.0","20.15","107","00:50:40","00:51:23","237","312"
Cycling,2023-10-31 17:14:47,false,"Johnston Cycling","19.33","287","00:43:23","132","158","--","--","26.7","36.3","33","52","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:25.91","4","0.0","19.33","52","00:43:10","00:45:43","232","264"
Cycling,2023-10-31 14:37:49,false,"Urbandale Cycling","3.87","83","00:09:45.6","142","160","--","--","23.8","33.3","14","29","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:45.65","1","0.0","3.87","29","00:09:38","00:10:10","263","292"
Cycling,2023-10-31 05:26:31,false,"Des Moines Cycling","18.31","463","00:53:19","154","177","--","--","20.6","33.2","105","63","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:32.22","4","0.0","18.31","63","00:52:53","00:55:59","247","298"
Virtual Cycling,2023-10-30 18:26:44,false,"Zwift - Glasgow Crit Circuit in Scotland","3.32","65","00:05:44","--","--","--","--","34.8","53.4","33","--","0.00","0.0","0.0","0","88","103","215","0.0","--","201","426","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:44.00","1","0.0","3.32","--","00:05:41","00:05:42","35","51"
Virtual Cycling,2023-10-30 18:06:23,false,"Zwift - City and the Sgurr in Scotland","8.58","209","00:19:33","--","--","--","--","26.3","60.5","168","--","0.00","0.0","0.0","0","94","108","192","0.0","--","187","326","0.0","0.0","0","0","0","0:00","0.0","0:00","No","19:32.100","1","0.0","8.58","--","00:19:30","00:19:31","28","87"
Virtual Cycling,2023-10-30 17:18:14,false,"Zwift - The Muckle Yin in Scotland","23.89","444","00:47:25","--","--","--","--","30.2","59.6","282","--","0.00","0.0","0.0","0","92","105","168","0.0","176","163","276","0.0","0.0","0","0","0","0:00","0.0","0:00","No","47:24.100","1","0.0","23.89","--","00:47:24","00:47:24","22","87"
Cycling,2023-10-30 16:00:30,false,"Urbandale Cycling","21.42","354","00:48:13","139","154","--","--","26.7","39.8","32","79","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:45.63","5","0.0","21.42","79","00:47:56","00:49:55","232","292"
Cycling,2023-10-30 05:43:59,false,"Des Moines Cycling","21.30","451","00:54:50","146","166","--","--","23.3","32.0","64","23","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:11.68","5","0.0","21.30","23","00:54:38","00:55:18","232","292"
Virtual Cycling,2023-10-29 18:43:09,false,"Zwift - Douce France in France","24.53","401","00:46:04","--","--","--","--","31.9","47.8","133","--","0.00","0.0","0.0","0","79","91","154","0.0","154","152","281","0.0","0.0","0","0","0","0:00","0.0","0:00","No","46:04.00","1","0.0","24.53","--","00:46:01","00:46:02","10","34"
Virtual Cycling,2023-10-29 18:22:40,false,"Zwift - Champs-lyses in Paris","10.01","178","00:18:48","--","--","--","--","31.9","48.1","53","--","0.00","0.0","0.0","0","78","90","190","0.0","--","165","519","0.0","0.0","0","0","0","0:00","0.0","0:00","No","18:48.00","1","0.0","10.01","--","00:18:44","00:18:46","41","71"
Virtual Cycling,2023-10-29 18:01:34,false,"Zwift - Lutece Express in Paris","10.60","180","00:20:53","--","--","--","--","30.5","45.0","66","--","0.00","0.0","0.0","0","79","88","156","0.0","155","151","270","0.0","0.0","0","0","0","0:00","0.0","0:00","No","20:52.100","1","0.0","10.60","--","00:20:51","00:20:52","41","71"
Virtual Cycling,2023-10-27 19:04:47,false,"Zwift - The Fan Flats in Richmond","7.73","140","00:14:19","--","--","--","--","32.4","44.5","34","--","0.00","0.0","0.0","0","89","104","179","0.0","--","171","371","0.0","0.0","0","0","0","0:00","0.0","0:00","No","14:18.100","1","0.0","7.73","--","00:14:16","00:14:17","52","65"
Virtual Cycling,2023-10-27 17:36:17,false,"Zwift - Lutscher CCW in Innsbruck","23.66","714","01:27:01","--","--","--","--","16.3","71.7","827","--","0.00","0.0","0.0","0","93","110","147","0.0","157","143","356","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:27:00.100","1","0.0","23.66","--","01:27:00","01:27:00","280","696"
Cycling,2023-10-27 15:32:35,false,"Urbandale Cycling","21.47","334","00:48:34","135","150","--","--","26.5","37.4","28","74","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:58.33","5","0.0","21.47","74","00:48:17","00:49:02","232","292"
Cycling,2023-10-27 05:51:30,false,"Des Moines Cycling","21.30","475","00:55:31","151","174","--","--","23.0","31.0","85","41","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:14.91","5","0.0","21.30","41","00:55:17","00:57:34","232","292"
Virtual Cycling,2023-10-26 20:02:13,false,"Zwift - Classique in London","6.11","97","00:11:28","--","--","--","--","32.0","44.2","25","--","0.00","0.0","0.0","0","74","107","152","0.0","--","149","356","0.0","0.0","0","0","0","0:00","0.0","0:00","No","11:28.00","1","0.0","6.11","--","00:11:24","00:11:26","12","26"
Virtual Cycling,2023-10-26 19:39:26,false,"Zwift - Greater London Flat in London","12.07","201","00:22:10","--","--","--","--","32.7","44.1","53","--","0.00","0.0","0.0","0","69","77","163","0.0","163","158","237","0.0","0.0","0","0","0","0:00","0.0","0:00","No","22:10.00","1","0.0","12.07","--","00:22:08","00:22:09","11","31"
Cycling,2023-10-26 18:24:20,false,"Des Moines Cycling","27.21","365","01:00:02","129","148","--","--","27.2","35.5","21","24","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:07.82","6","0.0","27.21","24","00:59:48","01:00:58","238","271"
Cycling,2023-10-26 17:11:39,false,"Johnston Cycling","19.38","328","00:46:33","137","152","--","--","25.0","34.0","28","48","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:53.46","4","0.0","19.38","48","00:46:15","00:48:55","232","265"
Cycling,2023-10-26 15:08:26,false,"Urbandale Cycling","3.84","60","00:09:47.1","120","140","--","--","23.6","33.7","14","32","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:47.14","1","0.0","3.84","32","00:09:45","00:10:21","262","292"
Cycling,2023-10-26 05:39:00,false,"Des Moines Cycling","18.27","316","00:49:55","131","156","--","--","22.0","35.0","113","70","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:27.67","4","0.0","18.27","70","00:49:31","00:53:08","247","298"
Virtual Cycling,2023-10-25 17:55:51,false,"Zwift - Greatest London Flat in London","24.26","378","00:49:26","--","--","--","--","29.4","57.1","170","--","0.00","0.0","0.0","0","85","122","142","0.0","144","133","385","0.0","0.0","0","0","0","0:00","0.0","0:00","No","49:26.00","1","0.0","24.26","--","00:49:22","00:49:24","3","34"
Virtual Cycling,2023-10-25 17:16:09,false,"Zwift - London Loop in London","15.39","298","00:36:33","--","--","--","--","25.3","74.9","238","--","0.00","0.0","0.0","0","88","123","152","0.0","156","142","400","0.0","0.0","0","0","0","0:00","0.0","0:00","No","36:32.100","1","0.0","15.39","--","00:36:30","00:36:32","3","156"
Cycling,2023-10-25 15:41:41,false,"Urbandale Cycling","21.41","298","00:52:23","125","157","--","--","24.5","38.5","26","73","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:14.20","5","0.0","21.41","73","00:52:09","00:55:48","232","292"
Cycling,2023-10-25 06:45:19,false,"Urbandale Cycling","2.56","49","00:05:38.0","143","160","--","--","27.2","33.5","13","15","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:37.97","1","0.0","2.56","15","00:05:36","00:05:41.0","275","292"
Cycling,2023-10-25 05:37:45,false,"Des Moines Cycling","23.60","428","00:58:26","140","168","--","--","24.2","37.7","88","42","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:57.94","5","0.0","23.60","42","00:58:19","00:58:32","232","294"
Virtual Cycling,2023-10-24 19:39:02,false,"Zwift - Grand Central Circuit in New York","7.20","151","00:18:50","--","--","--","--","22.9","73.8","147","--","0.00","0.0","0.0","0","85","101","146","0.0","--","140","256","0.0","0.0","0","0","0","0:00","0.0","0:00","No","18:49.100","1","0.0","7.20","--","00:18:44","00:18:48","20","133"
Virtual Cycling,2023-10-24 19:13:09,false,"Zwift - Park Perimeter Loop in New York","10.00","165","00:23:26","--","--","--","--","25.6","58.5","137","--","0.00","0.0","0.0","0","83","93","125","0.0","124","123","205","0.0","0.0","0","0","0","0:00","0.0","0:00","No","23:26.00","1","0.0","10.00","--","00:23:21","00:23:24","4","46"
Virtual Cycling,2023-10-24 18:39:08,false,"Zwift - The 6 Train in New York","13.92","199","00:30:40","--","--","--","--","27.2","51.4","143","--","0.00","0.0","0.0","0","83","98","116","0.0","116","113","209","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:39.100","1","0.0","13.92","--","00:30:39","00:30:39","17","46"
Virtual Cycling,2023-10-24 18:29:01,false,"Zwift - The 6 Train in New York","2.57","39","00:05:44","--","--","--","--","26.9","50.7","27","--","0.00","0.0","0.0","0","71","81","122","0.0","--","118","199","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:44.00","1","0.0","2.57","--","00:05:39","00:05:43","17","38"
Cycling,2023-10-24 17:16:48,false,"Johnston Cycling","20.07","355","00:49:42","137","152","--","--","24.2","33.9","34","61","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:13.84","5","0.0","20.07","61","00:49:29","00:50:54","232","272"
Cycling,2023-10-24 14:49:20,false,"Urbandale Cycling","3.85","54","00:09:46.4","114","143","--","--","23.6","36.4","5","30","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:46.39","1","0.0","3.85","30","00:09:35","00:11:12","262","292"
Cycling,2023-10-24 05:40:35,false,"Des Moines Cycling","18.37","357","00:47:48","140","166","--","--","23.1","36.5","110","67","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:15.11","4","0.0","18.37","67","00:47:41","00:48:21","247","298"
Cycling,2023-10-23 16:12:54,false,"Des Moines Cycling","57.97","691","02:13:33","128","159","--","--","26.0","41.4","80","81","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:45.13","12","0.0","57.97","81","02:13:08","02:23:38","232","258"
Cycling,2023-10-23 14:36:36,false,"Urbandale Cycling","21.44","355","00:53:21","132","157","--","--","24.1","41.6","28","74","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:07.85","5","0.0","21.44","74","00:53:12","00:53:55","232","292"
Cycling,2023-10-23 05:44:22,false,"Des Moines Cycling","21.28","396","00:54:17","138","164","--","--","23.5","36.7","83","39","0.00","0.0","0.0","0","--","--","--","0.0","--","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:51.65","5","0.0","21.28","39","00:54:04","00:55:13","232","292"
